date,store_id,region,store_format,category,price,on_promo,promo_discount,effective_price,units_sold,revenue,inventory_on_hand,stockout,day_of_week,week_of_year,month,is_weekend,is_holiday,holiday_name,season
2025-06-01,S004,Northeast,Supercenter,Electronics,397.65,False,0.0,397.65,3,1192.95,44,False,Sunday,22,6,True,False,,Summer
2024-09-25,S004,Northeast,Supercenter,Electronics,796.63,False,0.0,796.63,2,1593.26,96,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S004,Northeast,Supercenter,Electronics,101.78,False,0.0,101.78,7,712.46,73,False,Monday,51,12,False,False,,Winter
2025-05-28,S004,Northeast,Supercenter,Electronics,329.57,False,0.0,329.57,3,988.71,77,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S004,Northeast,Supercenter,Electronics,92.62,False,0.0,92.62,2,185.24,91,False,Thursday,31,8,False,False,,Summer
2025-05-03,S004,Northeast,Supercenter,Electronics,656.56,True,0.05,623.73,3,1871.19,49,False,Saturday,18,5,True,False,,Spring
2025-06-26,S004,Northeast,Supercenter,Electronics,280.07,False,0.0,280.07,1,280.07,85,False,Thursday,26,6,False,False,,Summer
2024-11-10,S004,Northeast,Supercenter,Electronics,150.25,False,0.0,150.25,4,601.0,105,False,Sunday,45,11,True,False,,Fall
2024-08-10,S004,Northeast,Supercenter,Electronics,431.98,True,0.1,388.78,0,0.0,92,False,Saturday,32,8,True,False,,Summer
2025-01-13,S004,Northeast,Supercenter,Electronics,687.84,False,0.0,687.84,3,2063.52,101,False,Monday,3,1,False,False,,Winter
2024-10-12,S004,Northeast,Supercenter,Electronics,30.41,False,0.0,30.41,1,30.41,63,False,Saturday,41,10,True,False,,Fall
2025-04-11,S004,Northeast,Supercenter,Electronics,193.28,False,0.0,193.28,0,0.0,43,False,Friday,15,4,False,False,,Spring
2025-04-06,S004,Northeast,Supercenter,Electronics,69.1,False,0.0,69.1,0,0.0,97,False,Sunday,14,4,True,False,,Spring
2025-02-12,S004,Northeast,Supercenter,Electronics,627.3,False,0.0,627.3,4,2509.2,82,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S004,Northeast,Supercenter,Electronics,799.21,True,0.05,759.25,7,5314.75,74,False,Sunday,10,3,True,False,,Spring
2025-05-20,S004,Northeast,Supercenter,Electronics,188.39,False,0.0,188.39,2,376.78,64,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S004,Northeast,Supercenter,Electronics,145.04,False,0.0,145.04,2,290.08,71,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S004,Northeast,Supercenter,Electronics,795.57,False,0.0,795.57,2,1591.14,46,False,Monday,31,7,False,False,,Summer
2024-08-26,S004,Northeast,Supercenter,Electronics,505.75,True,0.05,480.46,1,480.46,47,False,Monday,35,8,False,False,,Summer
2024-11-17,S004,Northeast,Supercenter,Electronics,267.97,False,0.0,267.97,5,1339.85,51,False,Sunday,46,11,True,False,,Fall
2024-09-12,S004,Northeast,Supercenter,Electronics,190.26,False,0.0,190.26,0,0.0,82,False,Thursday,37,9,False,False,,Fall
2025-07-19,S004,Northeast,Supercenter,Electronics,271.02,False,0.0,271.02,2,542.04,33,False,Saturday,29,7,True,False,,Summer
2025-02-13,S004,Northeast,Supercenter,Electronics,401.18,False,0.0,401.18,1,401.18,99,False,Thursday,7,2,False,False,,Winter
2024-11-23,S004,Northeast,Supercenter,Electronics,52.03,False,0.0,52.03,1,52.03,100,False,Saturday,47,11,True,False,,Fall
2025-02-10,S004,Northeast,Supercenter,Grocery,5.88,False,0.0,5.88,14,82.32,146,False,Monday,7,2,False,False,,Winter
2024-09-03,S004,Northeast,Supercenter,Grocery,13.84,False,0.0,13.84,17,235.28,202,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S004,Northeast,Supercenter,Grocery,15.62,False,0.0,15.62,14,218.68,175,False,Friday,33,8,False,False,,Summer
2025-06-06,S004,Northeast,Supercenter,Grocery,11.92,False,0.0,11.92,14,166.88,224,False,Friday,23,6,False,False,,Summer
2024-09-27,S004,Northeast,Supercenter,Grocery,11.06,False,0.0,11.06,12,132.72,195,False,Friday,39,9,False,False,,Fall
2025-01-31,S004,Northeast,Supercenter,Grocery,6.58,True,0.05,6.25,11,68.75,214,False,Friday,5,1,False,False,,Winter
2024-10-16,S004,Northeast,Supercenter,Grocery,16.21,False,0.0,16.21,19,307.99,155,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S004,Northeast,Supercenter,Grocery,15.76,False,0.0,15.76,23,362.48,156,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S004,Northeast,Supercenter,Grocery,6.49,False,0.0,6.49,17,110.33,166,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S004,Northeast,Supercenter,Grocery,17.55,True,0.1,15.8,13,205.4,192,False,Thursday,49,12,False,False,,Winter
2025-07-05,S004,Northeast,Supercenter,Grocery,3.89,False,0.0,3.89,16,62.24,185,False,Saturday,27,7,True,False,,Summer
2024-09-09,S004,Northeast,Supercenter,Grocery,8.26,False,0.0,8.26,13,107.38,202,False,Monday,37,9,False,False,,Fall
2025-06-01,S004,Northeast,Supercenter,Grocery,8.86,False,0.0,8.86,15,132.9,170,False,Sunday,22,6,True,False,,Summer
2024-09-25,S004,Northeast,Supercenter,Grocery,7.28,False,0.0,7.28,16,116.48,182,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S004,Northeast,Supercenter,Grocery,17.49,True,0.05,16.62,21,349.02,185,False,Monday,51,12,False,False,,Winter
2025-05-28,S004,Northeast,Supercenter,Grocery,13.97,False,0.0,13.97,8,111.76,173,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S004,Northeast,Supercenter,Grocery,17.79,False,0.0,17.79,13,231.27,198,False,Thursday,31,8,False,False,,Summer
2025-05-03,S004,Northeast,Supercenter,Grocery,7.07,False,0.0,7.07,5,35.35,163,False,Saturday,18,5,True,False,,Spring
2025-06-26,S004,Northeast,Supercenter,Grocery,4.92,False,0.0,4.92,8,39.36,215,False,Thursday,26,6,False,False,,Summer
2024-11-10,S004,Northeast,Supercenter,Grocery,13.46,False,0.0,13.46,32,430.72,175,False,Sunday,45,11,True,False,,Fall
2024-08-10,S004,Northeast,Supercenter,Grocery,15.79,False,0.0,15.79,21,331.59,202,False,Saturday,32,8,True,False,,Summer
2025-01-13,S004,Northeast,Supercenter,Grocery,14.32,False,0.0,14.32,9,128.88,200,False,Monday,3,1,False,False,,Winter
2024-10-12,S004,Northeast,Supercenter,Grocery,15.12,False,0.0,15.12,9,136.08,156,False,Saturday,41,10,True,False,,Fall
2025-04-11,S004,Northeast,Supercenter,Grocery,11.68,False,0.0,11.68,8,93.44,181,False,Friday,15,4,False,False,,Spring
2025-04-06,S004,Northeast,Supercenter,Grocery,14.65,False,0.0,14.65,13,190.45,152,False,Sunday,14,4,True,False,,Spring
2025-02-12,S004,Northeast,Supercenter,Grocery,6.4,False,0.0,6.4,11,70.4,183,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S004,Northeast,Supercenter,Grocery,14.56,False,0.0,14.56,16,232.96,195,False,Sunday,10,3,True,False,,Spring
2025-05-20,S004,Northeast,Supercenter,Grocery,18.49,False,0.0,18.49,9,166.41,171,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S004,Northeast,Supercenter,Grocery,12.0,False,0.0,12.0,8,96.0,193,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S004,Northeast,Supercenter,Grocery,2.9,True,0.05,2.76,16,44.16,207,False,Monday,31,7,False,False,,Summer
2024-08-26,S004,Northeast,Supercenter,Grocery,2.64,False,0.0,2.64,7,18.48,178,False,Monday,35,8,False,False,,Summer
2024-11-17,S004,Northeast,Supercenter,Grocery,5.73,True,0.2,4.58,22,100.76,206,False,Sunday,46,11,True,False,,Fall
2024-09-12,S004,Northeast,Supercenter,Grocery,11.91,False,0.0,11.91,15,178.65,175,False,Thursday,37,9,False,False,,Fall
2025-07-19,S004,Northeast,Supercenter,Grocery,10.92,False,0.0,10.92,8,87.36,226,False,Saturday,29,7,True,False,,Summer
2025-02-13,S004,Northeast,Supercenter,Grocery,17.26,True,0.05,16.4,10,164.0,224,False,Thursday,7,2,False,False,,Winter
2024-11-23,S004,Northeast,Supercenter,Grocery,16.21,False,0.0,16.21,18,291.78,150,False,Saturday,47,11,True,False,,Fall
2025-02-10,S004,Northeast,Supercenter,Household,34.48,True,0.05,32.76,4,131.04,79,False,Monday,7,2,False,False,,Winter
2024-09-03,S004,Northeast,Supercenter,Household,196.16,False,0.0,196.16,4,784.64,96,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S004,Northeast,Supercenter,Household,142.48,False,0.0,142.48,8,1139.84,88,False,Friday,33,8,False,False,,Summer
2025-06-06,S004,Northeast,Supercenter,Household,74.81,False,0.0,74.81,5,374.05,97,False,Friday,23,6,False,False,,Summer
2024-09-27,S004,Northeast,Supercenter,Household,184.3,False,0.0,184.3,11,2027.3,97,False,Friday,39,9,False,False,,Fall
2025-01-31,S004,Northeast,Supercenter,Household,143.2,False,0.0,143.2,5,716.0,67,False,Friday,5,1,False,False,,Winter
2024-10-16,S004,Northeast,Supercenter,Household,26.68,False,0.0,26.68,11,293.48,91,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S004,Northeast,Supercenter,Household,134.21,False,0.0,134.21,9,1207.89,70,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S004,Northeast,Supercenter,Household,161.24,False,0.0,161.24,7,1128.68,133,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S004,Northeast,Supercenter,Household,137.38,False,0.0,137.38,8,1099.04,78,False,Thursday,49,12,False,False,,Winter
2025-07-05,S004,Northeast,Supercenter,Household,126.89,False,0.0,126.89,11,1395.79,91,False,Saturday,27,7,True,False,,Summer
2024-09-09,S004,Northeast,Supercenter,Household,175.21,True,0.05,166.45,3,499.35,69,False,Monday,37,9,False,False,,Fall
2025-06-01,S004,Northeast,Supercenter,Household,80.9,False,0.0,80.9,5,404.5,90,False,Sunday,22,6,True,False,,Summer
2024-09-25,S004,Northeast,Supercenter,Household,121.79,False,0.0,121.79,7,852.53,66,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S004,Northeast,Supercenter,Household,46.75,False,0.0,46.75,6,280.5,81,False,Monday,51,12,False,False,,Winter
2025-05-28,S004,Northeast,Supercenter,Household,49.55,True,0.05,47.07,1,47.07,70,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S004,Northeast,Supercenter,Household,112.0,False,0.0,112.0,8,896.0,45,False,Thursday,31,8,False,False,,Summer
2025-05-03,S004,Northeast,Supercenter,Household,187.94,False,0.0,187.94,3,563.82,55,False,Saturday,18,5,True,False,,Spring
2025-06-26,S004,Northeast,Supercenter,Household,194.82,False,0.0,194.82,4,779.28,66,False,Thursday,26,6,False,False,,Summer
2024-11-10,S004,Northeast,Supercenter,Household,112.15,False,0.0,112.15,6,672.9,65,False,Sunday,45,11,True,False,,Fall
2024-08-10,S004,Northeast,Supercenter,Household,48.25,False,0.0,48.25,7,337.75,80,False,Saturday,32,8,True,False,,Summer
2025-01-13,S004,Northeast,Supercenter,Household,23.63,False,0.0,23.63,2,47.26,53,False,Monday,3,1,False,False,,Winter
2024-10-12,S004,Northeast,Supercenter,Household,14.99,False,0.0,14.99,4,59.96,43,False,Saturday,41,10,True,False,,Fall
2025-04-11,S004,Northeast,Supercenter,Household,76.05,False,0.0,76.05,6,456.3,79,False,Friday,15,4,False,False,,Spring
2025-04-06,S004,Northeast,Supercenter,Household,124.12,False,0.0,124.12,2,248.24,61,False,Sunday,14,4,True,False,,Spring
2025-02-12,S004,Northeast,Supercenter,Household,68.58,False,0.0,68.58,10,685.8,55,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S004,Northeast,Supercenter,Household,31.24,False,0.0,31.24,9,281.16,94,False,Sunday,10,3,True,False,,Spring
2025-05-20,S004,Northeast,Supercenter,Household,182.07,False,0.0,182.07,5,910.35,108,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S004,Northeast,Supercenter,Household,15.45,False,0.0,15.45,4,61.8,98,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S004,Northeast,Supercenter,Household,7.01,False,0.0,7.01,8,56.08,78,False,Monday,31,7,False,False,,Summer
2024-08-26,S004,Northeast,Supercenter,Household,85.01,False,0.0,85.01,8,680.08,101,False,Monday,35,8,False,False,,Summer
2024-11-17,S004,Northeast,Supercenter,Household,137.66,False,0.0,137.66,5,688.3,79,False,Sunday,46,11,True,False,,Fall
2024-09-12,S004,Northeast,Supercenter,Household,167.49,False,0.0,167.49,3,502.47,49,False,Thursday,37,9,False,False,,Fall
2025-07-19,S004,Northeast,Supercenter,Household,131.13,False,0.0,131.13,6,786.78,44,False,Saturday,29,7,True,False,,Summer
2025-02-13,S004,Northeast,Supercenter,Household,167.15,False,0.0,167.15,7,1170.05,98,False,Thursday,7,2,False,False,,Winter
2024-11-23,S004,Northeast,Supercenter,Household,19.71,False,0.0,19.71,8,157.68,62,False,Saturday,47,11,True,False,,Fall
2025-02-10,S004,Northeast,Supercenter,Pharmacy,54.74,False,0.0,54.74,4,218.96,74,False,Monday,7,2,False,False,,Winter
2024-09-03,S004,Northeast,Supercenter,Pharmacy,31.57,False,0.0,31.57,5,157.85,62,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S004,Northeast,Supercenter,Pharmacy,144.06,False,0.0,144.06,2,288.12,88,False,Friday,33,8,False,False,,Summer
2025-06-06,S004,Northeast,Supercenter,Pharmacy,113.02,False,0.0,113.02,2,226.04,90,False,Friday,23,6,False,False,,Summer
2024-09-27,S004,Northeast,Supercenter,Pharmacy,35.83,False,0.0,35.83,3,107.49,65,False,Friday,39,9,False,False,,Fall
2025-01-31,S004,Northeast,Supercenter,Pharmacy,51.0,True,0.2,40.8,7,285.6,73,False,Friday,5,1,False,False,,Winter
2024-10-16,S004,Northeast,Supercenter,Pharmacy,76.72,False,0.0,76.72,8,613.76,94,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S004,Northeast,Supercenter,Pharmacy,87.88,False,0.0,87.88,9,790.92,78,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S004,Northeast,Supercenter,Pharmacy,101.4,False,0.0,101.4,9,912.6,74,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S004,Northeast,Supercenter,Pharmacy,71.69,True,1.5,64.52,3,193.56,100,False,Thursday,49,12,False,False,,Winter
2025-07-05,S004,Northeast,Supercenter,Pharmacy,14.29,False,0.0,14.29,3,42.87,86,False,Saturday,27,7,True,False,,Summer
2024-09-09,S004,Northeast,Supercenter,Pharmacy,124.88,True,0.1,112.39,5,561.95,97,False,Monday,37,9,False,False,,Fall
2025-06-01,S004,Northeast,Supercenter,Pharmacy,7.7,False,0.0,7.7,3,23.1,96,False,Sunday,22,6,True,False,,Summer
2024-09-25,S004,Northeast,Supercenter,Pharmacy,78.11,False,0.0,78.11,1,78.11,95,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S004,Northeast,Supercenter,Pharmacy,92.7,True,0.05,88.06,5,440.3,60,False,Monday,51,12,False,False,,Winter
2025-05-28,S004,Northeast,Supercenter,Pharmacy,84.89,False,0.0,84.89,3,254.67,74,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S004,Northeast,Supercenter,Pharmacy,146.09,False,0.0,146.09,4,584.36,92,False,Thursday,31,8,False,False,,Summer
2025-05-03,S004,Northeast,Supercenter,Pharmacy,128.93,False,0.0,128.93,1,128.93,61,False,Saturday,18,5,True,False,,Spring
2025-06-26,S004,Northeast,Supercenter,Pharmacy,129.47,False,0.0,129.47,4,517.88,94,False,Thursday,26,6,False,False,,Summer
2024-11-10,S004,Northeast,Supercenter,Pharmacy,51.42,False,0.0,51.42,4,205.68,73,False,Sunday,45,11,True,False,,Fall
2024-08-10,S004,Northeast,Supercenter,Pharmacy,38.77,False,0.0,38.77,3,116.31,65,False,Saturday,32,8,True,False,,Summer
2025-01-13,S004,Northeast,Supercenter,Pharmacy,42.86,False,0.0,42.86,6,257.16,95,False,Monday,3,1,False,False,,Winter
2024-10-12,S004,Northeast,Supercenter,Pharmacy,72.24,False,0.0,72.24,7,505.68,89,False,Saturday,41,10,True,False,,Fall
2025-04-11,S004,Northeast,Supercenter,Pharmacy,45.97,False,0.0,45.97,1,45.97,79,False,Friday,15,4,False,False,,Spring
2025-04-06,S004,Northeast,Supercenter,Pharmacy,9.09,False,0.0,9.09,3,27.27,65,False,Sunday,14,4,True,False,,Spring
2025-02-12,S004,Northeast,Supercenter,Pharmacy,11.15,False,0.0,11.15,1,11.15,69,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S004,Northeast,Supercenter,Pharmacy,74.37,False,0.0,74.37,2,148.74,84,False,Sunday,10,3,True,False,,Spring
2025-05-20,S004,Northeast,Supercenter,Pharmacy,19.52,False,0.0,19.52,3,58.56,63,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S004,Northeast,Supercenter,Pharmacy,148.65,False,0.0,148.65,2,297.3,88,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S004,Northeast,Supercenter,Pharmacy,56.39,False,0.0,56.39,2,112.78,39,False,Monday,31,7,False,False,,Summer
2024-08-26,S004,Northeast,Supercenter,Pharmacy,96.29,False,0.0,96.29,3,288.87,82,False,Monday,35,8,False,False,,Summer
2024-11-17,S004,Northeast,Supercenter,Pharmacy,80.22,False,0.0,80.22,1,80.22,84,False,Sunday,46,11,True,False,,Fall
2024-09-12,S004,Northeast,Supercenter,Pharmacy,147.85,False,0.0,147.85,3,443.55,56,False,Thursday,37,9,False,False,,Fall
2025-07-19,S004,Northeast,Supercenter,Pharmacy,31.21,False,0.0,31.21,4,124.84,75,False,Saturday,29,7,True,False,,Summer
2025-02-13,S004,Northeast,Supercenter,Pharmacy,149.73,False,0.0,149.73,6,898.38,66,False,Thursday,7,2,False,False,,Winter
2024-11-23,S004,Northeast,Supercenter,Pharmacy,53.85,False,0.0,53.85,6,323.1,73,False,Saturday,47,11,True,False,,Fall
2025-02-10,S005,South,Supercenter,Apparel,28.9,False,0.0,28.9,3,86.7,85,False,Monday,7,2,False,False,,Winter
2024-09-03,S005,South,Supercenter,Apparel,66.34,False,0.0,66.34,3,199.02,79,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S005,South,Supercenter,Apparel,118.49,True,0.05,112.57,10,1125.7,56,False,Friday,33,8,False,False,,Summer
2025-06-06,S005,South,Supercenter,Apparel,64.23,False,0.0,64.23,4,256.92,74,False,Friday,23,6,False,False,,Summer
2024-09-27,S005,South,Supercenter,Apparel,76.74,False,0.0,76.74,6,460.44,121,False,Friday,39,9,False,False,,Fall
2025-01-31,S005,South,Supercenter,Apparel,65.97,False,0.0,65.97,5,329.85,97,False,Friday,5,1,False,False,,Winter
2024-10-16,S005,South,Supercenter,Apparel,18.19,False,0.0,18.19,2,36.38,81,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S005,South,Supercenter,Apparel,26.38,False,0.0,26.38,4,105.52,91,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S005,South,Supercenter,Apparel,83.93,False,0.0,83.93,3,251.79,89,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S005,South,Supercenter,Apparel,31.03,True,0.1,27.93,6,167.58,48,False,Thursday,49,12,False,False,,Winter
2025-07-05,S005,South,Supercenter,Apparel,27.04,False,0.0,27.04,8,216.32,71,False,Saturday,27,7,True,False,,Summer
2024-09-09,S005,South,Supercenter,Apparel,26.88,True,0.1,24.19,4,96.76,76,False,Monday,37,9,False,False,,Fall
2025-06-01,S005,South,Supercenter,Apparel,68.63,False,0.0,68.63,1,68.63,96,False,Sunday,22,6,True,False,,Summer
2024-09-25,S005,South,Supercenter,Apparel,109.02,False,0.0,109.02,7,763.14,73,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S005,South,Supercenter,Apparel,60.8,True,0.15,51.68,5,258.4,24,False,Monday,51,12,False,False,,Winter
2025-05-28,S005,South,Supercenter,Apparel,95.12,False,0.0,95.12,0,0.0,90,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S005,South,Supercenter,Apparel,25.41,False,0.0,25.41,9,228.69,82,False,Thursday,31,8,False,False,,Summer
2025-05-03,S005,South,Supercenter,Apparel,114.3,False,0.0,114.3,2,228.6,95,False,Saturday,18,5,True,False,,Spring
2025-06-26,S005,South,Supercenter,Apparel,42.29,False,0.0,42.29,4,169.16,76,False,Thursday,26,6,False,False,,Summer
2024-11-10,S005,South,Supercenter,Apparel,52.09,True,0.05,49.49,4,197.96,77,False,Sunday,45,11,True,False,,Fall
2024-08-10,S005,South,Supercenter,Apparel,65.31,True,0.1,58.78,1,58.78,62,False,Saturday,32,8,True,False,,Summer
2025-01-13,S005,South,Supercenter,Apparel,39.63,False,0.0,39.63,7,277.41,40,False,Monday,3,1,False,False,,Winter
2024-10-12,S005,South,Supercenter,Apparel,19.51,False,0.0,19.51,5,97.55,57,False,Saturday,41,10,True,False,,Fall
2025-04-11,S005,South,Supercenter,Apparel,80.01,False,0.0,80.01,2,160.02,85,False,Friday,15,4,False,False,,Spring
2025-04-06,S005,South,Supercenter,Apparel,83.33,True,0.15,70.83,3,212.49,72,False,Sunday,14,4,True,False,,Spring
2025-02-12,S005,South,Supercenter,Apparel,94.25,False,0.0,94.25,3,282.75,102,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S005,South,Supercenter,Apparel,79.99,True,0.1,71.99,6,431.94,59,False,Sunday,10,3,True,False,,Spring
2025-05-20,S005,South,Supercenter,Apparel,45.05,False,0.0,45.05,3,135.15,54,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S005,South,Supercenter,Apparel,26.29,False,0.0,26.29,6,157.74,80,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S005,South,Supercenter,Apparel,22.26,True,0.05,21.15,4,84.6,69,False,Monday,31,7,False,False,,Summer
2024-08-26,S005,South,Supercenter,Apparel,110.68,False,0.0,110.68,3,332.04,64,False,Monday,35,8,False,False,,Summer
2024-11-17,S005,South,Supercenter,Apparel,74.05,False,0.0,74.05,5,370.25,98,False,Sunday,46,11,True,False,,Fall
2024-09-12,S005,South,Supercenter,Apparel,71.11,False,0.0,71.11,8,568.88,85,False,Thursday,37,9,False,False,,Fall
2025-07-19,S005,South,Supercenter,Apparel,61.55,False,0.0,61.55,4,246.2,53,False,Saturday,29,7,True,False,,Summer
2025-02-13,S005,South,Supercenter,Apparel,65.21,False,0.0,65.21,1,65.21,71,False,Thursday,7,2,False,False,,Winter
2024-11-23,S005,South,Supercenter,Apparel,80.68,True,0.2,64.54,9,580.86,85,False,Saturday,47,11,True,False,,Fall
2025-02-10,S005,South,Supercenter,Electronics,796.01,False,0.0,796.01,6,4776.06,71,False,Monday,7,2,False,False,,Winter
2024-09-03,S005,South,Supercenter,Electronics,398.45,False,0.0,398.45,3,1195.35,58,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S005,South,Supercenter,Electronics,291.99,False,0.0,291.99,1,291.99,64,False,Friday,33,8,False,False,,Summer
2025-06-06,S005,South,Supercenter,Electronics,337.39,False,0.0,337.39,0,0.0,69,False,Friday,23,6,False,False,,Summer
2024-09-27,S005,South,Supercenter,Electronics,705.57,False,0.0,705.57,3,2116.71,115,False,Friday,39,9,False,False,,Fall
2025-01-31,S005,South,Supercenter,Electronics,187.99,False,0.0,187.99,1,187.99,89,False,Friday,5,1,False,False,,Winter
2024-10-16,S005,South,Supercenter,Electronics,781.77,False,0.0,781.77,2,1563.54,97,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S005,South,Supercenter,Electronics,217.67,False,0.0,217.67,3,653.01,62,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S005,South,Supercenter,Electronics,576.14,False,0.0,576.14,5,2880.7,109,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S005,South,Supercenter,Electronics,711.24,False,0.0,711.24,4,2844.96,70,False,Thursday,49,12,False,False,,Winter
2025-07-05,S005,South,Supercenter,Electronics,63.87,False,0.0,63.87,3,191.61,64,False,Saturday,27,7,True,False,,Summer
2024-09-09,S005,South,Supercenter,Electronics,736.78,False,0.0,736.78,2,1473.56,84,False,Monday,37,9,False,False,,Fall
2025-06-01,S005,South,Supercenter,Electronics,477.94,False,0.0,477.94,3,1433.82,55,False,Sunday,22,6,True,False,,Summer
2024-09-25,S005,South,Supercenter,Electronics,788.48,False,0.0,788.48,5,3942.4,96,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S005,South,Supercenter,Electronics,785.75,False,0.0,785.75,8,6286.0,78,False,Monday,51,12,False,False,,Winter
2025-05-28,S005,South,Supercenter,Electronics,185.1,False,0.0,185.1,1,185.1,111,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S005,South,Supercenter,Electronics,454.3,False,0.0,454.3,1,454.3,114,False,Thursday,31,8,False,False,,Summer
2025-05-03,S005,South,Supercenter,Electronics,150.98,False,0.0,150.98,0,0.0,100,False,Saturday,18,5,True,False,,Spring
2025-06-26,S005,South,Supercenter,Electronics,586.76,True,0.05,557.42,2,1114.84,85,False,Thursday,26,6,False,False,,Summer
2024-11-10,S005,South,Supercenter,Electronics,397.27,True,0.05,377.41,5,1887.05,54,False,Sunday,45,11,True,False,,Fall
2024-08-10,S005,South,Supercenter,Electronics,712.85,False,0.0,712.85,4,2851.4,84,False,Saturday,32,8,True,False,,Summer
2025-01-13,S005,South,Supercenter,Electronics,477.78,False,0.0,477.78,3,1433.34,86,False,Monday,3,1,False,False,,Winter
2024-10-12,S005,South,Supercenter,Electronics,388.03,True,0.05,368.63,2,737.26,104,False,Saturday,41,10,True,False,,Fall
2025-04-11,S005,South,Supercenter,Electronics,569.65,True,0.05,541.17,0,0.0,101,False,Friday,15,4,False,False,,Spring
2025-04-06,S005,South,Supercenter,Electronics,749.17,False,0.0,749.17,1,749.17,58,False,Sunday,14,4,True,False,,Spring
2025-02-12,S005,South,Supercenter,Electronics,113.17,False,0.0,113.17,4,452.68,80,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S005,South,Supercenter,Electronics,66.31,False,0.0,66.31,1,66.31,59,False,Sunday,10,3,True,False,,Spring
2025-05-20,S005,South,Supercenter,Electronics,363.26,False,0.0,363.26,0,0.0,91,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S005,South,Supercenter,Electronics,274.64,False,0.0,274.64,1,274.64,100,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S005,South,Supercenter,Electronics,356.11,False,0.0,356.11,5,1780.55,78,False,Monday,31,7,False,False,,Summer
2024-08-26,S005,South,Supercenter,Electronics,178.16,False,0.0,178.16,1,178.16,83,False,Monday,35,8,False,False,,Summer
2024-11-17,S005,South,Supercenter,Electronics,615.81,False,0.0,615.81,2,1231.62,97,False,Sunday,46,11,True,False,,Fall
2024-09-12,S005,South,Supercenter,Electronics,752.21,False,0.0,752.21,6,4513.26,62,False,Thursday,37,9,False,False,,Fall
2025-07-19,S005,South,Supercenter,Electronics,760.4,False,0.0,760.4,3,2281.2,66,False,Saturday,29,7,True,False,,Summer
2025-02-13,S005,South,Supercenter,Electronics,348.89,False,0.0,348.89,0,0.0,72,False,Thursday,7,2,False,False,,Winter
2024-11-23,S005,South,Supercenter,Electronics,415.9,False,0.0,415.9,5,2079.5,89,False,Saturday,47,11,True,False,,Fall
2025-02-10,S005,South,Supercenter,Grocery,2.47,False,0.0,2.47,10,24.7,183,False,Monday,7,2,False,False,,Winter
2024-09-03,S005,South,Supercenter,Grocery,4.04,False,0.0,4.04,12,48.48,177,False,Tuesday,36,9,False,False,,Fall
