Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,day_of_week,week_of_year,month,is_weekend,season
17,04-03-2011,1970-01-01 00:00:00.000816138,0,24.21,3.23,128.26475,6.866,Thursday,1,1,False,Winter
17,30-04-2010,1970-01-01 00:00:00.000807798,0,43.82,2.941,126.3805667,6.635,Thursday,1,1,False,Winter
17,10-08-2012,1970-01-01 00:00:00.000849074,0,73.29,3.509,130.7561613,5.936,Thursday,1,1,False,Winter
17,06-05-2011,1970-01-01 00:00:00.000882132,0,45.66,3.744,129.0444333,6.774,Thursday,1,1,False,Winter
17,13-05-2011,1970-01-01 00:00:00.000870625,0,49.26,3.77,129.089,6.774,Thursday,1,1,False,Winter
17,11-06-2010,1970-01-01 00:00:00.000845252,0,57.14,2.841,126.1119032,6.635,Thursday,1,1,False,Winter
17,28-01-2011,1970-01-01 00:00:00.000736335,0,22.16,2.96,127.5800323,6.866,Thursday,1,1,False,Winter
17,05-08-2011,1970-01-01 00:00:00.000866184,0,65.71,3.595,129.1846452,6.745,Thursday,1,1,False,Winter
17,25-11-2011,1970-01-01 00:00:00.001225700,1,32.81,3.445,129.8364,6.617,Thursday,1,1,False,Winter
17,17-08-2012,1970-01-01 00:00:00.000844928,0,70.98,3.545,130.7909677,5.936,Thursday,1,1,False,Winter
18,04-05-2012,1970-01-01 00:00:00.001050027,0,49.66,3.991,138.0332,8.304,Thursday,1,1,False,Winter
18,18-06-2010,1970-01-01 00:00:00.001183225,0,65.96,2.805,132.4733333,9.269,Thursday,1,1,False,Winter
18,02-09-2011,1970-01-01 00:00:00.000540922,0,68.23,3.784,136.2440968,8.89,Thursday,1,1,False,Winter
18,16-12-2011,1970-01-01 00:00:00.001516924,0,35.52,3.445,136.5335161,8.471,Thursday,1,1,False,Winter
18,04-03-2011,1970-01-01 00:00:00.001063310,0,28.49,3.437,133.6141429,9.131,Thursday,1,1,False,Winter
18,30-04-2010,1970-01-01 00:00:00.001060446,0,51.12,2.935,132.0644333,9.269,Thursday,1,1,False,Winter
18,10-08-2012,1970-01-01 00:00:00.000967304,0,75.7,3.772,138.1437742,8.535,Thursday,1,1,False,Winter
18,06-05-2011,1970-01-01 00:00:00.001065427,0,54.17,4.078,134.5143667,8.975,Thursday,1,1,False,Winter
18,13-05-2011,1970-01-01 00:00:00.000993172,0,58.48,4.095,134.593,8.975,Thursday,1,1,False,Winter
18,11-06-2010,1970-01-01 00:00:00.001173521,0,64.08,2.83,132.4357419,9.269,Thursday,1,1,False,Winter
18,28-01-2011,1970-01-01 00:00:00.000849540,0,14.84,3.243,133.1059677,9.131,Thursday,1,1,False,Winter
18,05-08-2011,1970-01-01 00:00:00.001002806,0,74.58,3.903,136.0540323,8.89,Thursday,1,1,False,Winter
18,25-11-2011,1970-01-01 00:00:00.001624170,1,41.97,3.536,136.4788,8.471,Thursday,1,1,False,Winter
18,17-08-2012,1970-01-01 00:00:00.001048134,0,73.25,3.84,138.1857097,8.535,Thursday,1,1,False,Winter
19,04-05-2012,1970-01-01 00:00:00.001405007,0,50.76,4.124,138.0332,8.15,Thursday,1,1,False,Winter
19,18-06-2010,1970-01-01 00:00:00.001457314,0,66.25,2.942,132.4733333,8.185,Thursday,1,1,False,Winter
19,02-09-2011,1970-01-01 00:00:00.001609951,0,69.27,3.879,136.2440968,7.806,Thursday,1,1,False,Winter
19,16-12-2011,1970-01-01 00:00:00.001852179,0,37.07,3.611,136.5335161,7.866,Thursday,1,1,False,Winter
19,04-03-2011,1970-01-01 00:00:00.001433569,0,29.28,3.605,133.6141429,7.771,Thursday,1,1,False,Winter
19,30-04-2010,1970-01-01 00:00:00.001405065,0,49.89,3.042,132.0644333,8.185,Thursday,1,1,False,Winter
19,10-08-2012,1970-01-01 00:00:00.001408907,0,74.45,3.863,138.1437742,8.193,Thursday,1,1,False,Winter
19,06-05-2011,1970-01-01 00:00:00.001451953,0,50.43,4.192,134.5143667,7.658,Thursday,1,1,False,Winter
19,13-05-2011,1970-01-01 00:00:00.001429143,0,54.2,4.211,134.593,7.658,Thursday,1,1,False,Winter
19,11-06-2010,1970-01-01 00:00:00.001410683,0,61.64,2.972,132.4357419,8.185,Thursday,1,1,False,Winter
19,28-01-2011,1970-01-01 00:00:00.001284185,0,20.66,3.402,133.1059677,7.771,Thursday,1,1,False,Winter
19,05-08-2011,1970-01-01 00:00:00.001408968,0,73.84,4.02,136.0540323,7.806,Thursday,1,1,False,Winter
19,25-11-2011,1970-01-01 00:00:00.001974646,1,42.75,3.689,136.4788,7.866,Thursday,1,1,False,Winter
19,17-08-2012,1970-01-01 00:00:00.001375101,0,69.83,3.963,138.1857097,8.193,Thursday,1,1,False,Winter
20,04-05-2012,1970-01-01 00:00:00.002163510,0,62.74,3.951,214.4771081,7.139,Thursday,1,1,False,Winter
20,18-06-2010,1970-01-01 00:00:00.002091903,0,72.62,2.78,204.670036,7.856,Thursday,1,1,False,Winter
20,02-09-2011,1970-01-01 00:00:00.002141765,0,70.82,3.703,208.9625161,7.274,Thursday,1,1,False,Winter
20,16-12-2011,1970-01-01 00:00:00.002762816,0,37.16,3.413,212.0685039,7.082,Thursday,1,1,False,Winter
20,04-03-2011,1970-01-01 00:00:00.002143424,0,37.33,3.433,206.9153485,7.343,Thursday,1,1,False,Winter
20,30-04-2010,1970-01-01 00:00:00.001919053,0,54.75,2.921,203.6503685,7.856,Thursday,1,1,False,Winter
20,10-08-2012,1970-01-01 00:00:00.002144245,0,75.4,3.722,214.7484595,7.28,Thursday,1,1,False,Winter
20,06-05-2011,1970-01-01 00:00:00.002090838,0,53.41,4.046,208.7992595,7.287,Thursday,1,1,False,Winter
20,13-05-2011,1970-01-01 00:00:00.002036748,0,62.26,4.066,208.9599189,7.287,Thursday,1,1,False,Winter
20,11-06-2010,1970-01-01 00:00:00.002100489,0,67.32,2.809,204.6679198,7.856,Thursday,1,1,False,Winter
20,28-01-2011,1970-01-01 00:00:00.001761506,0,23.21,3.237,205.3894952,7.343,Thursday,1,1,False,Winter
20,05-08-2011,1970-01-01 00:00:00.002189353,0,77.8,3.842,208.719238,7.274,Thursday,1,1,False,Winter
20,25-11-2011,1970-01-01 00:00:00.002906233,1,46.38,3.492,211.4120757,7.082,Thursday,1,1,False,Winter
20,17-08-2012,1970-01-01 00:00:00.002045061,0,69.57,3.807,214.825578,7.28,Thursday,1,1,False,Winter
21,04-05-2012,1970-01-01 00:00:00.000697645,0,77.53,3.749,221.3095166,6.891,Thursday,1,1,False,Winter
21,18-06-2010,1970-01-01 00:00:00.000785104,0,86.18,2.637,211.1096543,8.2,Thursday,1,1,False,Winter
21,02-09-2011,1970-01-01 00:00:00.000705557,0,91.94,3.533,215.4508632,7.852,Thursday,1,1,False,Winter
21,16-12-2011,1970-01-01 00:00:00.001027584,0,50.56,3.159,218.8217928,7.441,Thursday,1,1,False,Winter
21,04-03-2011,1970-01-01 00:00:00.000796277,0,59.52,3.288,213.4775305,8.028,Thursday,1,1,False,Winter
21,30-04-2010,1970-01-01 00:00:00.000680532,0,66.93,2.78,210.0505833,8.2,Thursday,1,1,False,Winter
21,10-08-2012,1970-01-01 00:00:00.000700272,0,89.57,3.494,221.5954138,6.565,Thursday,1,1,False,Winter
21,06-05-2011,1970-01-01 00:00:00.000718898,0,61.87,3.906,215.4448709,7.931,Thursday,1,1,False,Winter
21,13-05-2011,1970-01-01 00:00:00.000754236,0,75.04,3.899,215.6124735,7.931,Thursday,1,1,False,Winter
21,11-06-2010,1970-01-01 00:00:00.000784305,0,83.51,2.668,211.1120018,8.2,Thursday,1,1,False,Winter
21,28-01-2011,1970-01-01 00:00:00.000649878,0,44.04,3.01,211.8552668,8.028,Thursday,1,1,False,Winter
21,05-08-2011,1970-01-01 00:00:00.000783614,0,94.22,3.684,215.1978515,7.852,Thursday,1,1,False,Winter
21,25-11-2011,1970-01-01 00:00:00.001219263,1,56.43,3.236,218.1130269,7.441,Thursday,1,1,False,Winter
21,17-08-2012,1970-01-01 00:00:00.000751963,0,85.55,3.571,221.6751459,6.565,Thursday,1,1,False,Winter
22,04-05-2012,1970-01-01 00:00:00.001005083,0,50.75,3.991,142.0177929,7.671,Thursday,1,1,False,Winter
22,18-06-2010,1970-01-01 00:00:00.001052895,0,67.13,2.805,136.3243393,8.348,Thursday,1,1,False,Winter
22,02-09-2011,1970-01-01 00:00:00.000912762,0,69.16,3.784,140.196985,8.023,Thursday,1,1,False,Winter
22,16-12-2011,1970-01-01 00:00:00.001453153,0,39.11,3.445,140.4700795,7.706,Thursday,1,1,False,Winter
22,04-03-2011,1970-01-01 00:00:00.000997353,0,33.52,3.437,137.5017028,8.458,Thursday,1,1,False,Winter
22,30-04-2010,1970-01-01 00:00:00.000977683,0,50.96,2.935,135.9170833,8.348,Thursday,1,1,False,Winter
22,10-08-2012,1970-01-01 00:00:00.000973812,0,76.74,3.772,142.1705634,7.753,Thursday,1,1,False,Winter
22,06-05-2011,1970-01-01 00:00:00.001032076,0,53.63,4.078,138.4131202,8.252,Thursday,1,1,False,Winter
22,13-05-2011,1970-01-01 00:00:00.001001558,0,57.71,4.095,138.4959286,8.252,Thursday,1,1,False,Winter
22,11-06-2010,1970-01-01 00:00:00.001061196,0,65.01,2.83,136.2874263,8.348,Thursday,1,1,False,Winter
22,28-01-2011,1970-01-01 00:00:00.000799369,0,20.61,3.243,136.9706544,8.458,Thursday,1,1,False,Winter
22,05-08-2011,1970-01-01 00:00:00.000983232,0,75.33,3.903,139.9896486,8.023,Thursday,1,1,False,Winter
22,25-11-2011,1970-01-01 00:00:00.001535857,1,46.28,3.536,140.4217857,7.706,Thursday,1,1,False,Winter
22,17-08-2012,1970-01-01 00:00:00.000981273,0,74.92,3.84,142.2157385,7.753,Thursday,1,1,False,Winter
23,04-05-2012,1970-01-01 00:00:00.001317379,0,45.88,3.991,138.0332,4.125,Thursday,1,1,False,Winter
23,18-06-2010,1970-01-01 00:00:00.001507708,0,60.29,2.805,132.4733333,5.435,Thursday,1,1,False,Winter
23,02-09-2011,1970-01-01 00:00:00.001464295,0,65.33,3.784,136.2440968,4.584,Thursday,1,1,False,Winter
23,16-12-2011,1970-01-01 00:00:00.002173621,0,32.99,3.445,136.5335161,4.42,Thursday,1,1,False,Winter
23,04-03-2011,1970-01-01 00:00:00.001301185,0,20.67,3.437,133.6141429,5.114,Thursday,1,1,False,Winter
23,30-04-2010,1970-01-01 00:00:00.001259414,0,45.47,2.935,132.0644333,5.435,Thursday,1,1,False,Winter
23,10-08-2012,1970-01-01 00:00:00.001436311,0,71.12,3.772,138.1437742,4.156,Thursday,1,1,False,Winter
23,06-05-2011,1970-01-01 00:00:00.001359921,0,50.07,4.078,134.5143667,4.781,Thursday,1,1,False,Winter
23,13-05-2011,1970-01-01 00:00:00.001254914,0,55.12,4.095,134.593,4.781,Thursday,1,1,False,Winter
23,11-06-2010,1970-01-01 00:00:00.001439432,0,58.35,2.83,132.4357419,5.435,Thursday,1,1,False,Winter
23,28-01-2011,1970-01-01 00:00:00.001083657,0,10.91,3.243,133.1059677,5.114,Thursday,1,1,False,Winter
23,05-08-2011,1970-01-01 00:00:00.001416344,0,69.53,3.903,136.0540323,4.584,Thursday,1,1,False,Winter
23,25-11-2011,1970-01-01 00:00:00.002057059,1,35.23,3.536,136.4788,4.42,Thursday,1,1,False,Winter
23,17-08-2012,1970-01-01 00:00:00.001510131,0,69.97,3.84,138.1857097,4.156,Thursday,1,1,False,Winter
24,04-05-2012,1970-01-01 00:00:00.001306551,0,52.14,4.124,138.0332,8.983,Thursday,1,1,False,Winter
24,18-06-2010,1970-01-01 00:00:00.001354168,0,67.17,2.942,132.4733333,8.211,Thursday,1,1,False,Winter
24,02-09-2011,1970-01-01 00:00:00.001196105,0,68.14,3.879,136.2440968,8.358,Thursday,1,1,False,Winter
24,16-12-2011,1970-01-01 00:00:00.001624994,0,36.0,3.611,136.5335161,8.454,Thursday,1,1,False,Winter
24,04-03-2011,1970-01-01 00:00:00.001346994,0,31.36,3.605,133.6141429,8.252,Thursday,1,1,False,Winter
24,30-04-2010,1970-01-01 00:00:00.001259877,0,51.48,3.042,132.0644333,8.211,Thursday,1,1,False,Winter
24,10-08-2012,1970-01-01 00:00:00.001497054,0,75.53,3.863,138.1437742,8.953,Thursday,1,1,False,Winter
24,06-05-2011,1970-01-01 00:00:00.001339630,0,55.75,4.192,134.5143667,8.212,Thursday,1,1,False,Winter
24,13-05-2011,1970-01-01 00:00:00.001311950,0,58.49,4.211,134.593,8.212,Thursday,1,1,False,Winter
24,11-06-2010,1970-01-01 00:00:00.001375458,0,64.84,2.972,132.4357419,8.211,Thursday,1,1,False,Winter
24,28-01-2011,1970-01-01 00:00:00.001126921,0,17.91,3.402,133.1059677,8.252,Thursday,1,1,False,Winter
24,05-08-2011,1970-01-01 00:00:00.001417616,0,74.64,4.02,136.0540323,8.358,Thursday,1,1,False,Winter
24,25-11-2011,1970-01-01 00:00:00.001761235,1,41.83,3.689,136.4788,8.454,Thursday,1,1,False,Winter
24,17-08-2012,1970-01-01 00:00:00.001397970,0,72.87,3.963,138.1857097,8.953,Thursday,1,1,False,Winter
25,04-05-2012,1970-01-01 00:00:00.000696421,0,58.76,3.951,214.4771081,7.139,Thursday,1,1,False,Winter
25,18-06-2010,1970-01-01 00:00:00.000780444,0,69.56,2.78,204.670036,7.856,Thursday,1,1,False,Winter
25,02-09-2011,1970-01-01 00:00:00.000699779,0,67.2,3.703,208.9625161,7.274,Thursday,1,1,False,Winter
25,16-12-2011,1970-01-01 00:00:00.000997502,0,33.09,3.413,212.0685039,7.082,Thursday,1,1,False,Winter
25,04-03-2011,1970-01-01 00:00:00.000640912,0,31.59,3.433,206.9153485,7.343,Thursday,1,1,False,Winter
25,30-04-2010,1970-01-01 00:00:00.000706924,0,50.97,2.921,203.6503685,7.856,Thursday,1,1,False,Winter
25,10-08-2012,1970-01-01 00:00:00.000710496,0,71.93,3.722,214.7484595,7.28,Thursday,1,1,False,Winter
25,06-05-2011,1970-01-01 00:00:00.000659446,0,49.5,4.046,208.7992595,7.287,Thursday,1,1,False,Winter
25,13-05-2011,1970-01-01 00:00:00.000684783,0,60.1,4.066,208.9599189,7.287,Thursday,1,1,False,Winter
25,11-06-2010,1970-01-01 00:00:00.000737163,0,63.68,2.809,204.6679198,7.856,Thursday,1,1,False,Winter
25,28-01-2011,1970-01-01 00:00:00.000600448,0,18.92,3.237,205.3894952,7.343,Thursday,1,1,False,Winter
25,05-08-2011,1970-01-01 00:00:00.000679706,0,74.0,3.842,208.719238,7.274,Thursday,1,1,False,Winter
25,25-11-2011,1970-01-01 00:00:00.001116211,1,43.49,3.492,211.4120757,7.082,Thursday,1,1,False,Winter
25,17-08-2012,1970-01-01 00:00:00.000728467,0,66.99,3.807,214.825578,7.28,Thursday,1,1,False,Winter
26,04-05-2012,1970-01-01 00:00:00.000946573,0,40.29,3.991,138.0332,7.489,Thursday,1,1,False,Winter
26,18-06-2010,1970-01-01 00:00:00.001001286,0,53.62,2.805,132.4733333,8.512,Thursday,1,1,False,Winter
26,02-09-2011,1970-01-01 00:00:00.001040143,0,59.67,3.784,136.2440968,7.767,Thursday,1,1,False,Winter
26,16-12-2011,1970-01-01 00:00:00.001204807,0,28.24,3.445,136.5335161,7.598,Thursday,1,1,False,Winter
26,04-03-2011,1970-01-01 00:00:00.000945643,0,14.31,3.437,133.6141429,7.907,Thursday,1,1,False,Winter
26,30-04-2010,1970-01-01 00:00:00.000904503,0,40.56,2.935,132.0644333,8.512,Thursday,1,1,False,Winter
26,10-08-2012,1970-01-01 00:00:00.001121476,0,67.01,3.772,138.1437742,7.405,Thursday,1,1,False,Winter
26,06-05-2011,1970-01-01 00:00:00.001024778,0,45.0,4.078,134.5143667,7.818,Thursday,1,1,False,Winter
26,13-05-2011,1970-01-01 00:00:00.000941008,0,48.2,4.095,134.593,7.818,Thursday,1,1,False,Winter
26,11-06-2010,1970-01-01 00:00:00.001073862,0,51.62,2.83,132.4357419,8.512,Thursday,1,1,False,Winter
26,28-01-2011,1970-01-01 00:00:00.000817485,0,5.54,3.243,133.1059677,7.907,Thursday,1,1,False,Winter
26,05-08-2011,1970-01-01 00:00:00.001107552,0,63.16,3.903,136.0540323,7.767,Thursday,1,1,False,Winter
26,25-11-2011,1970-01-01 00:00:00.001282320,1,31.07,3.536,136.4788,7.598,Thursday,1,1,False,Winter
26,17-08-2012,1970-01-01 00:00:00.001068292,0,65.54,3.84,138.1857097,7.405,Thursday,1,1,False,Winter
27,04-05-2012,1970-01-01 00:00:00.001669388,0,53.68,4.124,142.0177929,8.253,Thursday,1,1,False,Winter
27,18-06-2010,1970-01-01 00:00:00.001887182,0,70.0,2.942,136.3243393,8.058,Thursday,1,1,False,Winter
27,02-09-2011,1970-01-01 00:00:00.001511717,0,71.44,3.879,140.196985,7.85,Thursday,1,1,False,Winter
27,16-12-2011,1970-01-01 00:00:00.002205919,0,40.68,3.611,140.4700795,7.906,Thursday,1,1,False,Winter
27,04-03-2011,1970-01-01 00:00:00.001656130,0,36.99,3.605,137.5017028,7.827,Thursday,1,1,False,Winter
27,30-04-2010,1970-01-01 00:00:00.001805885,0,53.55,3.042,135.9170833,8.058,Thursday,1,1,False,Winter
27,10-08-2012,1970-01-01 00:00:00.001720537,0,78.44,3.863,142.1705634,8.239,Thursday,1,1,False,Winter
27,06-05-2011,1970-01-01 00:00:00.001757041,0,56.48,4.192,138.4131202,7.725,Thursday,1,1,False,Winter
27,13-05-2011,1970-01-01 00:00:00.001763545,0,60.07,4.211,138.4959286,7.725,Thursday,1,1,False,Winter
27,11-06-2010,1970-01-01 00:00:00.001873812,0,68.9,2.972,136.2874263,8.058,Thursday,1,1,False,Winter
27,28-01-2011,1970-01-01 00:00:00.001421111,0,23.64,3.402,136.9706544,7.827,Thursday,1,1,False,Winter
27,05-08-2011,1970-01-01 00:00:00.001747289,0,78.14,4.02,139.9896486,7.85,Thursday,1,1,False,Winter
27,25-11-2011,1970-01-01 00:00:00.002504400,1,47.88,3.689,140.4217857,7.906,Thursday,1,1,False,Winter
27,17-08-2012,1970-01-01 00:00:00.001735339,0,76.51,3.963,142.2157385,8.239,Thursday,1,1,False,Winter
28,04-05-2012,1970-01-01 00:00:00.001450628,0,76.03,4.171,131.136,11.627,Thursday,1,1,False,Winter
28,18-06-2010,1970-01-01 00:00:00.001267619,0,81.06,3.043,126.114,14.099,Thursday,1,1,False,Winter
28,02-09-2011,1970-01-01 00:00:00.001468871,0,93.66,3.798,129.3259355,13.503,Thursday,1,1,False,Winter
28,16-12-2011,1970-01-01 00:00:00.001429954,0,43.29,3.6,129.8980645,12.89,Thursday,1,1,False,Winter
28,04-03-2011,1970-01-01 00:00:00.001723736,0,51.72,3.674,128.26475,14.021,Thursday,1,1,False,Winter
28,30-04-2010,1970-01-01 00:00:00.001186971,0,67.38,3.105,126.3805667,14.099,Thursday,1,1,False,Winter
28,10-08-2012,1970-01-01 00:00:00.001269113,0,95.91,3.811,130.7561613,10.926,Thursday,1,1,False,Winter
28,06-05-2011,1970-01-01 00:00:00.001515890,0,68.4,4.193,129.0444333,13.736,Thursday,1,1,False,Winter
28,13-05-2011,1970-01-01 00:00:00.001253316,0,70.93,4.202,129.089,13.736,Thursday,1,1,False,Winter
28,11-06-2010,1970-01-01 00:00:00.001348995,0,90.84,2.949,126.1119032,14.099,Thursday,1,1,False,Winter
28,28-01-2011,1970-01-01 00:00:00.001127859,0,50.74,3.342,127.5800323,14.021,Thursday,1,1,False,Winter
28,05-08-2011,1970-01-01 00:00:00.001523870,0,90.61,3.803,129.1846452,13.503,Thursday,1,1,False,Winter
28,25-11-2011,1970-01-01 00:00:00.001929738,1,53.25,3.622,129.8364,12.89,Thursday,1,1,False,Winter
28,17-08-2012,1970-01-01 00:00:00.001184198,0,94.87,4.002,130.7909677,10.926,Thursday,1,1,False,Winter
29,04-05-2012,1970-01-01 00:00:00.000504963,0,50.75,3.991,138.0332,9.14,Thursday,1,1,False,Winter
29,18-06-2010,1970-01-01 00:00:00.000558731,0,67.13,2.805,132.4733333,10.16,Thursday,1,1,False,Winter
29,02-09-2011,1970-01-01 00:00:00.000497085,0,69.16,3.784,136.2440968,9.863,Thursday,1,1,False,Winter
29,16-12-2011,1970-01-01 00:00:00.000736805,0,39.11,3.445,136.5335161,9.357,Thursday,1,1,False,Winter
29,04-03-2011,1970-01-01 00:00:00.000536031,0,33.52,3.437,133.6141429,10.256,Thursday,1,1,False,Winter
29,30-04-2010,1970-01-01 00:00:00.000501013,0,50.96,2.935,132.0644333,10.16,Thursday,1,1,False,Winter
29,10-08-2012,1970-01-01 00:00:00.000518628,0,76.74,3.772,138.1437742,9.419,Thursday,1,1,False,Winter
29,06-05-2011,1970-01-01 00:00:00.000534372,0,53.63,4.078,134.5143667,9.966,Thursday,1,1,False,Winter
29,13-05-2011,1970-01-01 00:00:00.000549551,0,57.71,4.095,134.593,9.966,Thursday,1,1,False,Winter
29,11-06-2010,1970-01-01 00:00:00.000540716,0,65.01,2.83,132.4357419,10.16,Thursday,1,1,False,Winter
29,28-01-2011,1970-01-01 00:00:00.000410426,0,20.61,3.243,133.1059677,10.256,Thursday,1,1,False,Winter
29,05-08-2011,1970-01-01 00:00:00.000503486,0,75.33,3.903,136.0540323,9.863,Thursday,1,1,False,Winter
29,25-11-2011,1970-01-01 00:00:00.000913165,1,46.28,3.536,136.4788,9.357,Thursday,1,1,False,Winter
29,17-08-2012,1970-01-01 00:00:00.000416881,0,74.92,3.84,138.1857097,9.419,Thursday,1,1,False,Winter
30,04-05-2012,1970-01-01 00:00:00.000454477,0,77.53,3.749,221.3095166,6.891,Thursday,1,1,False,Winter
30,18-06-2010,1970-01-01 00:00:00.000447727,0,86.18,2.637,211.1096543,8.2,Thursday,1,1,False,Winter
30,02-09-2011,1970-01-01 00:00:00.000369722,0,91.94,3.533,215.4508632,7.852,Thursday,1,1,False,Winter
30,16-12-2011,1970-01-01 00:00:00.000441265,0,50.56,3.159,218.8217928,7.441,Thursday,1,1,False,Winter
30,04-03-2011,1970-01-01 00:00:00.000443334,0,59.52,3.288,213.4775305,8.028,Thursday,1,1,False,Winter
30,30-04-2010,1970-01-01 00:00:00.000456140,0,66.93,2.78,210.0505833,8.2,Thursday,1,1,False,Winter
30,10-08-2012,1970-01-01 00:00:00.000430878,0,89.57,3.494,221.5954138,6.565,Thursday,1,1,False,Winter
30,06-05-2011,1970-01-01 00:00:00.000438789,0,61.87,3.906,215.4448709,7.931,Thursday,1,1,False,Winter
30,13-05-2011,1970-01-01 00:00:00.000424614,0,75.04,3.899,215.6124735,7.931,Thursday,1,1,False,Winter
30,11-06-2010,1970-01-01 00:00:00.000445530,0,83.51,2.668,211.1120018,8.2,Thursday,1,1,False,Winter
30,28-01-2011,1970-01-01 00:00:00.000425989,0,44.04,3.01,211.8552668,8.028,Thursday,1,1,False,Winter
30,05-08-2011,1970-01-01 00:00:00.000431798,0,94.22,3.684,215.1978515,7.852,Thursday,1,1,False,Winter
30,25-11-2011,1970-01-01 00:00:00.000452163,1,56.43,3.236,218.1130269,7.441,Thursday,1,1,False,Winter
30,17-08-2012,1970-01-01 00:00:00.000423351,0,85.55,3.571,221.6751459,6.565,Thursday,1,1,False,Winter
31,04-05-2012,1970-01-01 00:00:00.001391257,0,77.53,3.749,221.3095166,6.891,Thursday,1,1,False,Winter
31,18-06-2010,1970-01-01 00:00:00.001368090,0,86.18,2.637,211.1096543,8.2,Thursday,1,1,False,Winter
31,02-09-2011,1970-01-01 00:00:00.001385769,0,91.94,3.533,215.4508632,7.852,Thursday,1,1,False,Winter
31,16-12-2011,1970-01-01 00:00:00.001611196,0,50.56,3.159,218.8217928,7.441,Thursday,1,1,False,Winter
31,04-03-2011,1970-01-01 00:00:00.001412721,0,59.52,3.288,213.4775305,8.028,Thursday,1,1,False,Winter
31,30-04-2010,1970-01-01 00:00:00.001243200,0,66.93,2.78,210.0505833,8.2,Thursday,1,1,False,Winter
31,10-08-2012,1970-01-01 00:00:00.001386472,0,89.57,3.494,221.5954138,6.565,Thursday,1,1,False,Winter
31,06-05-2011,1970-01-01 00:00:00.001388755,0,61.87,3.906,215.4448709,7.931,Thursday,1,1,False,Winter
31,13-05-2011,1970-01-01 00:00:00.001408118,0,75.04,3.899,215.6124735,7.931,Thursday,1,1,False,Winter
31,11-06-2010,1970-01-01 00:00:00.001377092,0,83.51,2.668,211.1120018,8.2,Thursday,1,1,False,Winter
31,28-01-2011,1970-01-01 00:00:00.001254955,0,44.04,3.01,211.8552668,8.028,Thursday,1,1,False,Winter
31,05-08-2011,1970-01-01 00:00:00.001428993,0,94.22,3.684,215.1978515,7.852,Thursday,1,1,False,Winter
31,25-11-2011,1970-01-01 00:00:00.001934099,1,56.43,3.236,218.1130269,7.441,Thursday,1,1,False,Winter
31,17-08-2012,1970-01-01 00:00:00.001410181,0,85.55,3.571,221.6751459,6.565,Thursday,1,1,False,Winter
32,04-05-2012,1970-01-01 00:00:00.001187384,0,58.29,3.903,197.6063534,8.09,Thursday,1,1,False,Winter
32,18-06-2010,1970-01-01 00:00:00.001150191,0,60.94,2.674,189.4185259,8.963,Thursday,1,1,False,Winter
32,02-09-2011,1970-01-01 00:00:00.001152117,0,74.6,3.511,194.5092113,8.622,Thursday,1,1,False,Winter
32,16-12-2011,1970-01-01 00:00:00.001556017,0,26.23,3.266,195.9841685,8.513,Thursday,1,1,False,Winter
32,04-03-2011,1970-01-01 00:00:00.001106847,0,39.17,3.232,192.0116004,8.818,Thursday,1,1,False,Winter
32,30-04-2010,1970-01-01 00:00:00.001066792,0,47.51,2.766,189.575127,8.963,Thursday,1,1,False,Winter
32,10-08-2012,1970-01-01 00:00:00.001227469,0,75.93,3.509,198.0795651,7.872,Thursday,1,1,False,Winter
32,06-05-2011,1970-01-01 00:00:00.001181793,0,46.65,3.735,192.7252006,8.595,Thursday,1,1,False,Winter
32,13-05-2011,1970-01-01 00:00:00.001138162,0,56.09,3.767,192.826069,8.595,Thursday,1,1,False,Winter
32,11-06-2010,1970-01-01 00:00:00.001192074,0,70.86,2.684,189.4000734,8.963,Thursday,1,1,False,Winter
32,28-01-2011,1970-01-01 00:00:00.001006814,0,34.86,3.008,191.667891,8.818,Thursday,1,1,False,Winter
32,05-08-2011,1970-01-01 00:00:00.001201694,0,74.83,3.554,193.9110133,8.622,Thursday,1,1,False,Winter
32,25-11-2011,1970-01-01 00:00:00.001684468,1,40.22,3.424,195.7704,8.513,Thursday,1,1,False,Winter
32,17-08-2012,1970-01-01 00:00:00.001261306,0,70.75,3.545,198.1001057,7.872,Thursday,1,1,False,Winter
33,04-05-2012,1970-01-01 00:00:00.000270497,0,82.43,4.058,131.136,7.396,Thursday,1,1,False,Winter
33,18-06-2010,1970-01-01 00:00:00.000272399,0,87.69,2.935,126.114,9.849,Thursday,1,1,False,Winter
33,02-09-2011,1970-01-01 00:00:00.000239198,0,99.2,3.798,129.3259355,8.442,Thursday,1,1,False,Winter
33,16-12-2011,1970-01-01 00:00:00.000259638,0,53.18,3.489,129.8980645,8.01,Thursday,1,1,False,Winter
33,04-03-2011,1970-01-01 00:00:00.000245435,0,59.51,3.674,128.26475,8.951,Thursday,1,1,False,Winter
33,30-04-2010,1970-01-01 00:00:00.000275883,0,73.29,3.105,126.3805667,9.849,Thursday,1,1,False,Winter
33,10-08-2012,1970-01-01 00:00:00.000297753,0,100.07,3.811,130.7561613,7.147,Thursday,1,1,False,Winter
33,06-05-2011,1970-01-01 00:00:00.000257031,0,77.92,4.193,129.0444333,8.687,Thursday,1,1,False,Winter
33,13-05-2011,1970-01-01 00:00:00.000279466,0,78.24,4.202,129.089,8.687,Thursday,1,1,False,Winter
